# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff6ff8f377cb8
# CUDA_DEVICE 0 GeForce GTX 460
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,local_load,local_store,gld_request,gst_request,l2_subp0_write_sector_misses,fb_subp0_read_sectors,fb_subp0_write_sectors,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,l2_subp1_write_sector_misses,fb_subp1_read_sectors,fb_subp1_write_sectors,branch,l1_local_load_miss,l1_local_store_hit,l2_subp0_read_sector_misses,divergent_branch,l1_local_store_miss,l1_global_load_hit,l2_subp1_read_sector_misses,inst_executed,l1_global_load_miss,l2_subp0_write_sector_queries,warps_launched,threads_launched,uncached_global_load_transaction,l2_subp1_write_sector_queries,active_warps,global_store_transaction,l2_subp0_read_sector_queries,active_cycles,l1_shared_bank_conflict,l2_subp1_read_sector_queries,tex0_cache_sector_queries,tex0_cache_sector_misses,inst_issued1_0,inst_issued2_0,tex1_cache_sector_queries,inst_issued1_1,inst_issued2_1,tex1_cache_sector_misses
120745230c5366a0,_Z8gpu_mm_rPfS_S_ii,8.672,19,1,55,1,16,16,1,3072,3072,12,0,-1,,0,0,0,192,64,880,1652,880,2112,1152,8,0,880,1628,880,64,0,0,1664,0,0,48,1628,6464,272,1216,64,2048,0,880,184992,128,3788,4910,0,3808,0,0,2318,560,0,2316,560,0
120745230c570480,_Z8gpu_mm_aPfS_ii,329.12,339,1,55,55,16,16,1,3072,3072,12,0,-1,,0,0,0,10392,3464,48400,60668,48400,114048,62208,432,0,48400,60556,48400,3456,0,0,60616,0,0,5330,60684,377576,15460,66040,3464,110848,0,48400,10731563,6928,213348,233965,0,215820,0,0,126394,34608,0,126645,34688,0
120745230c5fa400,_Z10gpu_dpotrfPfS_ii,9.6,20,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,87,12,344,88,1,0,12,84,12,272,0,0,87,8,0,0,84,2048,16,144,8,256,0,36,45302,72,32,5503,9,32,0,0,977,68,0,928,60,0
120745230c633c80,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120745230c635ce0,_Z9gpu_inv_lPfS_ii,29.92,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,102,167,102,0,0,1,0,160,183,160,151,0,0,199,0,0,226,167,1892,46,280,1,16,0,168,20315,136,92,20322,0,92,0,0,0,0,0,760,568,0
120745230c674ea0,_Z8gpu_mm_rPfS_S_ii,8.512,18,1,54,1,16,16,1,3072,3072,12,0,-1,,0,0,0,192,64,864,1656,864,2112,1152,8,0,864,1652,864,64,0,0,1672,0,0,48,1632,6464,272,1520,64,2048,0,864,185410,128,3756,4876,0,3752,0,0,2314,560,0,2310,560,0
120745230c6cb2e0,_Z8gpu_mm_aPfS_ii,315.008,325,1,54,54,16,16,1,3072,3072,12,0,-1,,0,0,0,9984,3328,46656,48636,46656,110088,60048,417,0,46656,48672,46656,3328,0,0,48664,0,0,6591,48680,363624,13387,64272,3328,106496,0,46656,10335729,6672,188080,224353,0,188508,0,0,121939,33408,0,121968,33408,0
120745230c750340,_Z10gpu_dpotrfPfS_ii,9.6,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,111,12,344,88,1,0,12,68,12,272,0,0,111,8,0,0,68,2048,16,144,8,256,0,36,45280,72,32,5497,9,32,0,0,928,60,0,977,68,0
120745230c789ce0,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120745230c78bc40,_Z9gpu_inv_lPfS_ii,29.984,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,103,170,103,0,0,1,0,164,168,164,151,0,0,182,0,0,226,192,1892,46,336,1,16,0,168,20331,136,92,20443,0,92,0,0,760,568,0,0,0,0
