# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff7006d8d9d00
# CUDA_DEVICE 0 GeForce GTX 460
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,local_load,local_store,gld_request,gst_request,l2_subp0_write_sector_misses,fb_subp0_read_sectors,fb_subp0_write_sectors,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,l2_subp1_write_sector_misses,fb_subp1_read_sectors,fb_subp1_write_sectors,branch,l1_local_load_miss,l1_local_store_hit,l2_subp0_read_sector_misses,divergent_branch,l1_local_store_miss,l1_global_load_hit,l2_subp1_read_sector_misses,inst_executed,l1_global_load_miss,l2_subp0_write_sector_queries,warps_launched,threads_launched,uncached_global_load_transaction,l2_subp1_write_sector_queries,active_warps,global_store_transaction,l2_subp0_read_sector_queries,active_cycles,l1_shared_bank_conflict,l2_subp1_read_sector_queries,tex0_cache_sector_queries,tex0_cache_sector_misses,inst_issued1_0,inst_issued2_0,tex1_cache_sector_queries,inst_issued1_1,inst_issued2_1,tex1_cache_sector_misses
1206556798a05580,_Z10gpu_dpotrfPfS_ii,135.2,145,0.021,1,1,1,1,1,0,0,18,0,-1,,0,0,0,1496,136,60,820,60,0,0,1,0,76,668,76,1090,0,0,680,0,0,1345,664,10974,151,0,1,1,0,76,95481,136,272,95735,0,332,0,0,3362,3808,0,0,0,0
1206556798a62220,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
1206556798a645a0,_Z9gpu_inv_lPfS_ii,27.68,38,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,104,128,104,0,0,1,0,168,132,168,151,0,0,124,0,0,226,156,1892,46,0,1,16,0,168,18779,136,92,18736,0,92,0,0,0,0,0,760,568,0
1206556798aa5ca0,_Z8gpu_mm_rPfS_S_ii,5.024,15,0.833,9,1,16,16,1,2048,2048,21,0,-1,,0,0,0,48,256,1180,60,1180,320,32,2,0,1181,76,1181,16,0,0,64,0,0,8,76,1376,72,0,16,512,0,2304,35804,512,672,2480,0,672,0,0,391,248,0,397,248,0
1206556798ae0120,_Z8gpu_mm_aPfS_ii,15.68,25,0.833,9,9,16,16,1,2048,2048,21,0,-1,,0,0,0,264,1408,8805,92,8805,2560,160,10,0,8663,72,8663,80,0,0,72,0,0,272,80,8480,297,24,88,2816,0,20736,298705,2560,4376,10127,0,4472,0,0,2472,1440,0,2550,1440,0
1206556798b1b620,_Z10gpu_dpotrfPfS_ii,135.488,146,0.021,1,1,1,1,1,0,0,18,0,-1,,0,0,0,1496,136,76,700,76,0,0,1,0,60,704,60,1090,0,0,704,0,0,1345,716,10974,151,0,1,1,0,60,95972,136,332,96001,0,272,0,0,3362,3808,0,0,0,0
1206556798b764e0,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
1206556798b788a0,_Z9gpu_inv_lPfS_ii,27.552,37,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,100,140,100,0,0,1,0,162,124,162,151,0,0,148,0,0,226,144,1892,46,0,1,16,0,168,18657,136,92,18632,0,92,0,0,0,0,0,760,568,0
1206556798bb7120,_Z8gpu_mm_rPfS_S_ii,4.992,14,0.833,8,1,16,16,1,2048,2048,21,0,-1,,0,0,0,48,256,1109,48,1109,320,32,2,0,1112,24,1112,16,0,0,44,0,0,8,36,1376,72,16,16,512,0,2048,34531,512,608,2384,0,608,0,0,386,248,0,391,248,0
1206556798bf0d60,_Z8gpu_mm_aPfS_ii,12.672,23,0.833,8,8,16,16,1,2048,2048,21,0,-1,,0,0,0,216,1152,7337,60,7337,2304,144,9,0,7333,80,7333,64,0,0,84,0,0,158,56,6784,224,24,64,2048,0,16384,253438,2304,3300,8054,0,3304,0,0,2267,1300,0,1971,1160,0
1206556798c2b640,_Z10gpu_dpotrfPfS_ii,134.56,145,0.021,1,1,1,1,1,0,0,18,0,-1,,0,0,0,1496,136,76,692,76,0,0,1,0,60,664,60,1090,0,0,684,0,0,1345,668,10974,151,0,1,1,0,60,95479,136,336,95214,0,268,0,0,3362,3808,0,0,0,0
1206556798c838a0,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
1206556798c85900,_Z9gpu_inv_lPfS_ii,27.52,37,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,104,124,104,0,0,1,0,164,156,164,151,0,0,124,0,0,226,136,1892,46,0,1,16,0,168,18639,136,92,18612,0,92,0,0,760,568,0,760,568,0
